OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
1, mujets, down, 1, -2.5, 2.5, 30, 50, 0, 1, "(1.04699*((1.+(0.00875474*x))/(1.+(0.0118305*x))))-0.18057604134082794" 
1, mujets, down, 1, -2.5, 2.5, 50, 70, 0, 1, "(1.04699*((1.+(0.00875474*x))/(1.+(0.0118305*x))))-0.13569401204586029" 
1, mujets, down, 1, -2.5, 2.5, 70, 100, 0, 1, "(1.04699*((1.+(0.00875474*x))/(1.+(0.0118305*x))))-0.12348537147045135" 
1, mujets, down, 1, -2.5, 2.5, 100, 140, 0, 1, "(1.04699*((1.+(0.00875474*x))/(1.+(0.0118305*x))))-0.12503151595592499" 
1, mujets, down, 1, -2.5, 2.5, 140, 200, 0, 1, "(1.04699*((1.+(0.00875474*x))/(1.+(0.0118305*x))))-0.15662820637226105" 
1, mujets, down, 1, -2.5, 2.5, 200, 300, 0, 1, "(1.04699*((1.+(0.00875474*x))/(1.+(0.0118305*x))))-0.23293706774711609" 
1, mujets, down, 1, -2.5, 2.5, 300, 600, 0, 1, "(1.04699*((1.+(0.00875474*x))/(1.+(0.0118305*x))))-0.15489448606967926" 
1, mujets, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "(1.04699*((1.+(0.00875474*x))/(1.+(0.0118305*x))))-0.28330373764038086" 
1, mujets, down, 0, -2.5, 2.5, 20, 30, 0, 1, "(1.04699*((1.+(0.00875474*x))/(1.+(0.0118305*x))))-0.073728583753108978" 
1, mujets, down, 0, -2.5, 2.5, 30, 50, 0, 1, "(1.04699*((1.+(0.00875474*x))/(1.+(0.0118305*x))))-0.060192015022039413" 
1, mujets, down, 0, -2.5, 2.5, 50, 70, 0, 1, "(1.04699*((1.+(0.00875474*x))/(1.+(0.0118305*x))))-0.04523133859038353" 
1, mujets, down, 0, -2.5, 2.5, 70, 100, 0, 1, "(1.04699*((1.+(0.00875474*x))/(1.+(0.0118305*x))))-0.041161790490150452" 
1, mujets, down, 0, -2.5, 2.5, 100, 140, 0, 1, "(1.04699*((1.+(0.00875474*x))/(1.+(0.0118305*x))))-0.041677173227071762" 
1, mujets, down, 0, -2.5, 2.5, 140, 200, 0, 1, "(1.04699*((1.+(0.00875474*x))/(1.+(0.0118305*x))))-0.052209403365850449" 
1, mujets, down, 0, -2.5, 2.5, 200, 300, 0, 1, "(1.04699*((1.+(0.00875474*x))/(1.+(0.0118305*x))))-0.077645689249038696" 
1, mujets, down, 0, -2.5, 2.5, 300, 600, 0, 1, "(1.04699*((1.+(0.00875474*x))/(1.+(0.0118305*x))))-0.051631495356559753" 
1, mujets, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "(1.04699*((1.+(0.00875474*x))/(1.+(0.0118305*x))))-0.094434574246406555" 
1, mujets, up, 1, -2.5, 2.5, 20, 30, 0, 1, "(1.04699*((1.+(0.00875474*x))/(1.+(0.0118305*x))))+0.22118574380874634" 
1, mujets, up, 1, -2.5, 2.5, 30, 50, 0, 1, "(1.04699*((1.+(0.00875474*x))/(1.+(0.0118305*x))))+0.18057604134082794" 
1, mujets, up, 1, -2.5, 2.5, 50, 70, 0, 1, "(1.04699*((1.+(0.00875474*x))/(1.+(0.0118305*x))))+0.13569401204586029" 
1, mujets, up, 1, -2.5, 2.5, 70, 100, 0, 1, "(1.04699*((1.+(0.00875474*x))/(1.+(0.0118305*x))))+0.12348537147045135" 
1, mujets, up, 1, -2.5, 2.5, 100, 140, 0, 1, "(1.04699*((1.+(0.00875474*x))/(1.+(0.0118305*x))))+0.12503151595592499" 
1, mujets, up, 1, -2.5, 2.5, 140, 200, 0, 1, "(1.04699*((1.+(0.00875474*x))/(1.+(0.0118305*x))))+0.15662820637226105" 
1, mujets, up, 1, -2.5, 2.5, 200, 300, 0, 1, "(1.04699*((1.+(0.00875474*x))/(1.+(0.0118305*x))))+0.23293706774711609" 
1, mujets, up, 1, -2.5, 2.5, 300, 600, 0, 1, "(1.04699*((1.+(0.00875474*x))/(1.+(0.0118305*x))))+0.15489448606967926" 
1, mujets, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "(1.04699*((1.+(0.00875474*x))/(1.+(0.0118305*x))))+0.28330373764038086" 
1, mujets, up, 0, -2.5, 2.5, 20, 30, 0, 1, "(1.04699*((1.+(0.00875474*x))/(1.+(0.0118305*x))))+0.073728583753108978" 
1, mujets, up, 0, -2.5, 2.5, 30, 50, 0, 1, "(1.04699*((1.+(0.00875474*x))/(1.+(0.0118305*x))))+0.060192015022039413" 
1, mujets, up, 0, -2.5, 2.5, 50, 70, 0, 1, "(1.04699*((1.+(0.00875474*x))/(1.+(0.0118305*x))))+0.04523133859038353" 
1, mujets, up, 0, -2.5, 2.5, 70, 100, 0, 1, "(1.04699*((1.+(0.00875474*x))/(1.+(0.0118305*x))))+0.041161790490150452" 
1, mujets, up, 0, -2.5, 2.5, 100, 140, 0, 1, "(1.04699*((1.+(0.00875474*x))/(1.+(0.0118305*x))))+0.041677173227071762" 
1, mujets, up, 0, -2.5, 2.5, 140, 200, 0, 1, "(1.04699*((1.+(0.00875474*x))/(1.+(0.0118305*x))))+0.052209403365850449" 
1, mujets, up, 0, -2.5, 2.5, 200, 300, 0, 1, "(1.04699*((1.+(0.00875474*x))/(1.+(0.0118305*x))))+0.077645689249038696" 
1, mujets, up, 0, -2.5, 2.5, 300, 600, 0, 1, "(1.04699*((1.+(0.00875474*x))/(1.+(0.0118305*x))))+0.051631495356559753" 
1, mujets, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "(1.04699*((1.+(0.00875474*x))/(1.+(0.0118305*x))))+0.094434574246406555" 
2, mujets, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "1.21762*((1.+(0.031313*x))/(1.+(0.0491339*x)))" 
2, mujets, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "1.21762*((1.+(0.031313*x))/(1.+(0.0491339*x)))" 
2, mujets, down, 1, -2.5, 2.5, 20, 30, 0, 1, "(1.21762*((1.+(0.031313*x))/(1.+(0.0491339*x))))-0.24257279932498932" 
2, mujets, down, 1, -2.5, 2.5, 30, 50, 0, 1, "(1.21762*((1.+(0.031313*x))/(1.+(0.0491339*x))))-0.14926661550998688" 
2, mujets, down, 1, -2.5, 2.5, 50, 70, 0, 1, "(1.21762*((1.+(0.031313*x))/(1.+(0.0491339*x))))-0.29726380109786987" 
2, mujets, down, 1, -2.5, 2.5, 70, 100, 0, 1, "(1.21762*((1.+(0.031313*x))/(1.+(0.0491339*x))))-0.18090814352035522" 
2, mujets, down, 1, -2.5, 2.5, 100, 140, 0, 1, "(1.21762*((1.+(0.031313*x))/(1.+(0.0491339*x))))-0.16883017122745514" 
2, mujets, down, 1, -2.5, 2.5, 140, 200, 0, 1, "(1.21762*((1.+(0.031313*x))/(1.+(0.0491339*x))))-0.20925663411617279" 
2, mujets, down, 1, -2.5, 2.5, 200, 300, 0, 1, "(1.21762*((1.+(0.031313*x))/(1.+(0.0491339*x))))-0.27166765928268433" 
2, mujets, down, 1, -2.5, 2.5, 300, 600, 0, 1, "(1.21762*((1.+(0.031313*x))/(1.+(0.0491339*x))))-0.17255972325801849" 
2, mujets, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "(1.21762*((1.+(0.031313*x))/(1.+(0.0491339*x))))-0.42721343040466309" 
2, mujets, down, 0, -2.5, 2.5, 20, 30, 0, 1, "(1.21762*((1.+(0.031313*x))/(1.+(0.0491339*x))))-0.069306515157222748" 
2, mujets, down, 0, -2.5, 2.5, 30, 50, 0, 1, "(1.21762*((1.+(0.031313*x))/(1.+(0.0491339*x))))-0.042647603899240494" 
2, mujets, down, 0, -2.5, 2.5, 50, 70, 0, 1, "(1.21762*((1.+(0.031313*x))/(1.+(0.0491339*x))))-0.084932513535022736" 
2, mujets, down, 0, -2.5, 2.5, 70, 100, 0, 1, "(1.21762*((1.+(0.031313*x))/(1.+(0.0491339*x))))-0.051688041538000107" 
2, mujets, down, 0, -2.5, 2.5, 100, 140, 0, 1, "(1.21762*((1.+(0.031313*x))/(1.+(0.0491339*x))))-0.048237193375825882" 
2, mujets, down, 0, -2.5, 2.5, 140, 200, 0, 1, "(1.21762*((1.+(0.031313*x))/(1.+(0.0491339*x))))-0.059787608683109283" 
2, mujets, down, 0, -2.5, 2.5, 200, 300, 0, 1, "(1.21762*((1.+(0.031313*x))/(1.+(0.0491339*x))))-0.07761932909488678" 
2, mujets, down, 0, -2.5, 2.5, 300, 600, 0, 1, "(1.21762*((1.+(0.031313*x))/(1.+(0.0491339*x))))-0.049302779138088226" 
2, mujets, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "(1.21762*((1.+(0.031313*x))/(1.+(0.0491339*x))))-0.12206097692251205" 
2, mujets, up, 1, -2.5, 2.5, 20, 30, 0, 1, "(1.21762*((1.+(0.031313*x))/(1.+(0.0491339*x))))+0.24257279932498932" 
2, mujets, up, 1, -2.5, 2.5, 30, 50, 0, 1, "(1.21762*((1.+(0.031313*x))/(1.+(0.0491339*x))))+0.14926661550998688" 
2, mujets, up, 1, -2.5, 2.5, 50, 70, 0, 1, "(1.21762*((1.+(0.031313*x))/(1.+(0.0491339*x))))+0.29726380109786987" 
2, mujets, up, 1, -2.5, 2.5, 70, 100, 0, 1, "(1.21762*((1.+(0.031313*x))/(1.+(0.0491339*x))))+0.18090814352035522" 
2, mujets, up, 1, -2.5, 2.5, 100, 140, 0, 1, "(1.21762*((1.+(0.031313*x))/(1.+(0.0491339*x))))+0.16883017122745514" 
2, mujets, up, 1, -2.5, 2.5, 140, 200, 0, 1, "(1.21762*((1.+(0.031313*x))/(1.+(0.0491339*x))))+0.20925663411617279" 
2, mujets, up, 1, -2.5, 2.5, 200, 300, 0, 1, "(1.21762*((1.+(0.031313*x))/(1.+(0.0491339*x))))+0.27166765928268433" 
2, mujets, up, 1, -2.5, 2.5, 300, 600, 0, 1, "(1.21762*((1.+(0.031313*x))/(1.+(0.0491339*x))))+0.17255972325801849" 
2, mujets, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "(1.21762*((1.+(0.031313*x))/(1.+(0.0491339*x))))+0.42721343040466309" 
2, mujets, up, 0, -2.5, 2.5, 20, 30, 0, 1, "(1.21762*((1.+(0.031313*x))/(1.+(0.0491339*x))))+0.069306515157222748" 
2, mujets, up, 0, -2.5, 2.5, 30, 50, 0, 1, "(1.21762*((1.+(0.031313*x))/(1.+(0.0491339*x))))+0.042647603899240494" 
2, mujets, up, 0, -2.5, 2.5, 50, 70, 0, 1, "(1.21762*((1.+(0.031313*x))/(1.+(0.0491339*x))))+0.084932513535022736" 
2, mujets, up, 0, -2.5, 2.5, 70, 100, 0, 1, "(1.21762*((1.+(0.031313*x))/(1.+(0.0491339*x))))+0.051688041538000107" 
2, mujets, up, 0, -2.5, 2.5, 100, 140, 0, 1, "(1.21762*((1.+(0.031313*x))/(1.+(0.0491339*x))))+0.048237193375825882" 
2, mujets, up, 0, -2.5, 2.5, 140, 200, 0, 1, "(1.21762*((1.+(0.031313*x))/(1.+(0.0491339*x))))+0.059787608683109283" 
2, mujets, up, 0, -2.5, 2.5, 200, 300, 0, 1, "(1.21762*((1.+(0.031313*x))/(1.+(0.0491339*x))))+0.07761932909488678" 
2, mujets, up, 0, -2.5, 2.5, 300, 600, 0, 1, "(1.21762*((1.+(0.031313*x))/(1.+(0.0491339*x))))+0.049302779138088226" 
2, mujets, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "(1.21762*((1.+(0.031313*x))/(1.+(0.0491339*x))))+0.12206097692251205" 
0, incl, central, 2, 0, 2.5, 20, 1000, 0, 1, "1.61341+-0.000566321*x+1.99464e-07*x*x+-5.09199/x" 
0, incl, down, 2, 0, 2.5, 20, 1000, 0, 1, "(1.61341+-0.000566321*x+1.99464e-07*x*x+-5.09199/x)*(1-(0.0631436+7.87525e-05*x+-1.10405e-07*x*x))" 
0, incl, down_correlated, 2, 0, 2.5, 20, 1000, 0, 1, "(1.61341+-0.000566321*x+1.99464e-07*x*x+-5.09199/x)*(1-(0.0484707+0.000101452*x+-1.39257e-07*x*x))" 
0, incl, down_uncorrelated, 2, 0, 2.5, 20, 1000, 0, 1, "(1.61341+-0.000566321*x+1.99464e-07*x*x+-5.09199/x)*(1-(0.0388478))" 
0, incl, up, 2, 0, 2.5, 20, 1000, 0, 1, "(1.61341+-0.000566321*x+1.99464e-07*x*x+-5.09199/x)*(1+(0.0631436+7.87525e-05*x+-1.10405e-07*x*x))" 
0, incl, up_correlated, 2, 0, 2.5, 20, 1000, 0, 1, "(1.61341+-0.000566321*x+1.99464e-07*x*x+-5.09199/x)*(1+(0.0484707+0.000101452*x+-1.39257e-07*x*x))" 
0, incl, up_uncorrelated, 2, 0, 2.5, 20, 1000, 0, 1, "(1.61341+-0.000566321*x+1.99464e-07*x*x+-5.09199/x)*(1+(0.0388478))" 
1, incl, central, 2, 0, 2.5, 20, 1000, 0, 1, "1.59373+-0.00113028*x+8.66631e-07*x*x+-1.10505/x" 
1, incl, down, 2, 0, 2.5, 20, 1000, 0, 1, "(1.59373+-0.00113028*x+8.66631e-07*x*x+-1.10505/x)*(1-(0.142253+0.000227323*x+-2.71704e-07*x*x))" 
1, incl, down_correlated, 2, 0, 2.5, 20, 1000, 0, 1, "(1.59373+-0.00113028*x+8.66631e-07*x*x+-1.10505/x)*(1-(0.115686+0.000270835*x+-3.2078e-07*x*x))" 
1, incl, down_uncorrelated, 2, 0, 2.5, 20, 1000, 0, 1, "(1.59373+-0.00113028*x+8.66631e-07*x*x+-1.10505/x)*(1-(0.081572))" 
1, incl, up, 2, 0, 2.5, 20, 1000, 0, 1, "(1.59373+-0.00113028*x+8.66631e-07*x*x+-1.10505/x)*(1+(0.142253+0.000227323*x+-2.71704e-07*x*x))" 
1, incl, up_correlated, 2, 0, 2.5, 20, 1000, 0, 1, "(1.59373+-0.00113028*x+8.66631e-07*x*x+-1.10505/x)*(1+(0.115686+0.000270835*x+-3.2078e-07*x*x))" 
1, incl, up_uncorrelated, 2, 0, 2.5, 20, 1000, 0, 1, "(1.59373+-0.00113028*x+8.66631e-07*x*x+-1.10505/x)*(1+(0.081572))" 
2, incl, central, 2, 0, 2.5, 20, 1000, 0, 1, "1.77088+-0.00371551*x+5.86489e-06*x*x+-3.01178e-09*x*x*x" 
2, incl, down, 2, 0, 2.5, 20, 1000, 0, 1, "(1.77088+-0.00371551*x+5.86489e-06*x*x+-3.01178e-09*x*x*x)*(1-(0.223324+0.000231341*x+-2.34362e-07*x*x))" 
2, incl, down_correlated, 2, 0, 2.5, 20, 1000, 0, 1, "(1.77088+-0.00371551*x+5.86489e-06*x*x+-3.01178e-09*x*x*x)*(1-(0.193765+0.000258129*x+-2.75227e-07*x*x))" 
2, incl, down_uncorrelated, 2, 0, 2.5, 20, 1000, 0, 1, "(1.77088+-0.00371551*x+5.86489e-06*x*x+-3.01178e-09*x*x*x)*(1-(0.125551))" 
2, incl, up, 2, 0, 2.5, 20, 1000, 0, 1, "(1.77088+-0.00371551*x+5.86489e-06*x*x+-3.01178e-09*x*x*x)*(1+(0.223324+0.000231341*x+-2.34362e-07*x*x))" 
2, incl, up_correlated, 2, 0, 2.5, 20, 1000, 0, 1, "(1.77088+-0.00371551*x+5.86489e-06*x*x+-3.01178e-09*x*x*x)*(1+(0.193765+0.000258129*x+-2.75227e-07*x*x))" 
2, incl, up_uncorrelated, 2, 0, 2.5, 20, 1000, 0, 1, "(1.77088+-0.00371551*x+5.86489e-06*x*x+-3.01178e-09*x*x*x)*(1+(0.125551))" 
3, iterativefit, central, 1, 0.0, 2.4, 20.0, 10000, -15, 1.1, "1.0"
3, iterativefit, central, 0, 0.0, 2.4, 20, 30, -15, 0, "1.64439"
3, iterativefit, central, 0, 0.0, 2.4, 20, 30, 0, 0.1356, "0.976678"
3, iterativefit, central, 0, 0.0, 2.4, 20, 30, 0.1356, 0.4069, "0.861376+0.830898*x"
3, iterativefit, central, 0, 0.0, 2.4, 20, 30, 0.4069, 0.5731, "2.0992+-2.21118*x"
3, iterativefit, central, 0, 0.0, 2.4, 20, 30, 0.5731, 0.6342, "-2.50105+5.81577*x"
3, iterativefit, central, 0, 0.0, 2.4, 20, 30, 0.6342, 0.6954, "3.40763+-3.50098*x"
3, iterativefit, central, 0, 0.0, 2.4, 20, 30, 0.6954, 0.7566, "0.794021+0.257453*x"
3, iterativefit, central, 0, 0.0, 2.4, 20, 30, 0.7566, 0.8178, "0.506815+0.637053*x"
3, iterativefit, central, 0, 0.0, 2.4, 20, 30, 0.8178, 0.85895, "-0.127807+1.41306*x"
3, iterativefit, central, 0, 0.0, 2.4, 20, 30, 0.85895, 0.88, "4.20802+-3.63476*x"
3, iterativefit, central, 0, 0.0, 2.4, 20, 30, 0.88, 0.901, "2.92106+-2.17231*x"
3, iterativefit, central, 0, 0.0, 2.4, 20, 30, 0.901, 0.922, "1.83565+-0.967633*x"
3, iterativefit, central, 0, 0.0, 2.4, 20, 30, 0.922, 0.943, "5.35572+-4.78549*x"
3, iterativefit, central, 0, 0.0, 2.4, 20, 30, 0.943, 0.95915, "-1.16607+2.13051*x"
3, iterativefit, central, 0, 0.0, 2.4, 20, 30, 0.95915, 0.97045, "1.12636+-0.259551*x"
3, iterativefit, central, 0, 0.0, 2.4, 20, 30, 0.97045, 0.98175, "-2.08613+3.05076*x"
3, iterativefit, central, 0, 0.0, 2.4, 20, 30, 0.98175, 0.99305, "3.31741+-2.45324*x"
3, iterativefit, central, 0, 0.0, 2.4, 20, 30, 0.99305, 1.00435, "-2.50141+3.40631*x"
3, iterativefit, central, 0, 0.0, 2.4, 20, 30, 1.00435, 1.1, "0.922202"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, -15, 0, "1.40658"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0, 0.1356, "0.779415"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.1356, 0.4069, "0.668463+0.842695*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.4069, 0.5731, "2.21103+-2.94832*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.5731, 0.6342, "-6.36556+12.0169*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.6342, 0.6954, "3.83971+-4.07463*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.6954, 0.7566, "1.6575+-0.93657*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.7566, 0.8178, "-0.895875+2.43824*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.8178, 0.85895, "-1.12536+2.71885*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.85895, 0.88, "4.42663+-3.74485*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.88, 0.901, "3.7614+-2.9889*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.901, 0.922, "1.73933+-0.744646*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.922, 0.943, "5.25624+-4.55908*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.943, 0.95915, "-1.41154+2.51173*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.95915, 0.97045, "2.22668+-1.28144*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.97045, 0.98175, "-2.41294+3.49946*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.98175, 0.99305, "0.976828+0.0466736*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 0.99305, 1.00435, "-3.84201+4.89924*x"
3, iterativefit, up_jes, 0, 0.0, 2.4, 20, 30, 1.00435, 1.1, "1.07397"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, -15, 0, "1.71912"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0, 0.1356, "1.19365"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.1356, 0.4069, "1.1046+0.610662*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.4069, 0.5731, "2.33391+-2.4105*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.5731, 0.6342, "-1.14814+3.66532*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.6342, 0.6954, "2.85712+-2.65014*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.6954, 0.7566, "0.838908+0.252095*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.7566, 0.8178, "1.64135+-0.808491*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.8178, 0.85895, "0.385795+0.726791*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.85895, 0.88, "5.12771+-4.7938*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.88, 0.901, "1.25172+-0.389274*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.901, 0.922, "1.88805+-1.09552*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.922, 0.943, "5.12436+-4.60561*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.943, 0.95915, "0.335633+0.472567*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.95915, 0.97045, "0.0176915+0.804049*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.97045, 0.98175, "-0.172709+1.00025*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.98175, 0.99305, "3.62966+-2.8728*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 0.99305, 1.00435, "-0.0938583+0.876773*x"
3, iterativefit, down_jes, 0, 0.0, 2.4, 20, 30, 1.00435, 1.1, "0.790867"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, -15, 0, "1.42896"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0, 0.1356, "0.17999"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.1356, 0.4069, "-0.10452+2.38108*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.4069, 0.5731, "1.86581+-2.46121*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.5731, 0.6342, "-7.73466+14.2906*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.6342, 0.6954, "3.76489+-3.84175*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.6954, 0.7566, "0.659731+0.623529*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.7566, 0.8178, "-0.195944+1.75448*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.8178, 0.85895, "-0.889995+2.60316*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.85895, 0.88, "5.59997+-4.95254*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.88, 0.901, "3.00707+-2.00606*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.901, 0.922, "1.98487+-0.871547*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.922, 0.943, "6.66516+-5.94778*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.943, 0.95915, "-1.7682+2.99533*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.95915, 0.97045, "1.32166+-0.226116*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.97045, 0.98175, "-2.7289+3.94778*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.98175, 0.99305, "4.16758+-3.0769*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 0.99305, 1.00435, "-3.12948+4.27122*x"
3, iterativefit, up_lf, 0, 0.0, 2.4, 20, 30, 1.00435, 1.1, "0.956458"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, -15, 0, "1.68832"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0, 0.1356, "0.99923"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.1356, 0.4069, "1.05881+0.513871*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.4069, 0.5731, "2.14676+-2.1599*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.5731, 0.6342, "-1.43075+4.08249*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.6342, 0.6954, "3.33434+-3.43105*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.6954, 0.7566, "0.821421+0.182583*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.7566, 0.8178, "0.650471+0.408528*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.8178, 0.85895, "0.0280465+1.16962*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.85895, 0.88, "3.92311+-3.36505*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.88, 0.901, "2.90326+-2.20614*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.901, 0.922, "1.80501+-0.987209*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.922, 0.943, "5.08759+-4.54749*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.943, 0.95915, "-1.04287+1.95352*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.95915, 0.97045, "1.08634+-0.266369*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.97045, 0.98175, "-1.95456+2.86712*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.98175, 0.99305, "3.14334+-2.32554*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 0.99305, 1.00435, "-2.3728+3.22921*x"
3, iterativefit, down_lf, 0, 0.0, 2.4, 20, 30, 1.00435, 1.1, "0.770748"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, -15, 0, "1.78696"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0, 0.1356, "1.04798"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.1356, 0.4069, "0.95471+0.677392*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.4069, 0.5731, "2.1967+-2.37494*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.5731, 0.6342, "-2.38849+5.62575*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.6342, 0.6954, "3.46+-3.59609*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.6954, 0.7566, "0.787718+0.246708*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.7566, 0.8178, "0.502363+0.623862*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.8178, 0.85895, "0.144551+1.06139*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.85895, 0.88, "4.15011+-3.60193*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.88, 0.901, "2.87522+-2.15319*x"
3, iterativefit, up_hfstats1, 0, 0.0, 2.4, 20, 30, 0.901, 0.922, "1.67362+-0.819562*x"
